lr,train_loss,epoch,step
0.009999999776482582,16.194665908813477,0,0
0.009999999776482582,16.19485092163086,1,1
0.009999999776482582,16.19463348388672,2,2
0.009999999776482582,16.194438934326172,3,3
0.009999999776482582,16.19442367553711,4,4
0.009999999776482582,16.194438934326172,5,5
0.009999999776482582,16.1945858001709,6,6
0.009999999776482582,16.19464683532715,7,7
0.009999999776482582,16.19460105895996,8,8
0.009999999776482582,16.19451904296875,9,9
0.009999999776482582,16.19443130493164,10,10
0.009999999776482582,16.194480895996094,11,11
0.009999999776482582,16.194480895996094,12,12
0.009999999776482582,16.194517135620117,13,13
0.009999999776482582,16.194473266601562,14,14
0.009999999776482582,16.194446563720703,15,15
0.009999999776482582,16.194595336914062,16,16
0.009999999776482582,16.194665908813477,17,17
0.009999999776482582,16.194650650024414,18,18
0.009999999776482582,16.194705963134766,19,19
0.009999999776482582,16.194616317749023,20,20
0.009999999776482582,16.19482421875,21,21
0.009999999776482582,16.194976806640625,22,22
0.009999999776482582,16.195026397705078,23,23
0.009999999776482582,16.19480323791504,24,24
0.009999999776482582,16.194812774658203,25,25
0.009999999776482582,16.19471549987793,26,26
0.009999999776482582,16.194931030273438,27,27
0.009999999776482582,16.194772720336914,28,28
0.009999999776482582,16.194673538208008,29,29
0.009999999776482582,16.19470977783203,30,30
0.009999999776482582,16.194761276245117,31,31
0.009999999776482582,16.19471549987793,32,32
0.009999999776482582,16.194679260253906,33,33
0.009999999776482582,16.194766998291016,34,34
0.009999999776482582,16.194782257080078,35,35
0.009999999776482582,16.19479751586914,36,36
0.009999999776482582,16.194599151611328,37,37
0.009999999776482582,16.19458770751953,38,38
0.009999999776482582,16.194576263427734,39,39
0.009999999776482582,16.194664001464844,40,40
0.009999999776482582,16.194730758666992,41,41
0.009999999776482582,16.19476318359375,42,42
0.009999999776482582,16.19466209411621,43,43
0.009999999776482582,16.194604873657227,44,44
0.009999999776482582,16.194637298583984,45,45
0.009999999776482582,16.194637298583984,46,46
0.009999999776482582,16.194791793823242,47,47
0.009999999776482582,16.19489288330078,48,48
0.009999999776482582,16.194828033447266,49,49
0.009999999776482582,16.19473648071289,50,50
0.009999999776482582,16.19482421875,51,51
0.009999999776482582,16.194795608520508,52,52
0.009999999776482582,16.194826126098633,53,53
0.009999999776482582,16.194726943969727,54,54
0.009999999776482582,16.194717407226562,55,55
0.009999999776482582,16.194700241088867,56,56
0.009999999776482582,16.19467544555664,57,57
0.009999999776482582,16.194656372070312,58,58
0.009999999776482582,16.19462776184082,59,59
0.009999999776482582,16.19471549987793,60,60
